-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::copy_         0.33%       2.100ms         2.07%      13.405ms      47.035us       1.049ms         0.66%       1.049ms       3.681us           285  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     933.004us         0.59%     933.004us      77.750us            12  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us     727.410us         0.46%     727.410us     242.470us             3  
kernel_cutlass_kernel_b12xintegrationresidual_kernel...         0.00%       0.000us         0.00%       0.000us       0.000us     711.919us         0.45%     711.919us       5.562us           128  
                        _quantize_dense_tk_to_tk_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     679.156us         0.43%     679.156us       2.653us           256  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     675.923us         0.42%     675.923us      75.103us             9  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     673.202us         0.42%     673.202us      11.607us            58  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     665.974us         0.42%     665.974us      11.482us            58  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     605.888us         0.38%     605.888us       0.789us           768  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     583.347us         0.37%     583.347us      10.058us            58  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     547.382us         0.34%     547.382us       9.438us            58  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     535.866us         0.34%     535.866us       5.582us            96  
             _quantize_attention_inv_rope_to_tdg_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     496.694us         0.31%     496.694us       7.761us            64  
kernel_cutlass_kernel_b12xintegrationresidual_kernel...         0.00%       0.000us         0.00%       0.000us       0.000us     480.156us         0.30%     480.156us      15.005us            32  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us     455.638us         0.29%     455.638us     227.819us             2  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us     431.893us         0.27%     431.893us       1.048us           412  
                                    _apply_write_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     402.872us         0.25%     402.872us       6.295us            64  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     400.897us         0.25%     400.897us       0.872us           460  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     396.061us         0.25%     396.061us       6.493us            61  
              vllm:v2/target/decode/prepare_attn_tables         0.00%       0.000us         0.00%       0.000us       0.000us     379.350us         0.24%     379.350us      11.855us            32  
              vllm:v2/target/decode/build_attn_metadata         0.00%       0.000us         0.00%       0.000us       0.000us     335.738us         0.21%     335.738us      10.492us            32  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     273.754us         0.17%     273.754us       5.475us            50  
void vllm::moe::topkGatingSoftplusSqrt<8, 256, 4, 16...         0.00%       0.000us         0.00%       0.000us       0.000us     273.469us         0.17%     273.469us       4.273us            64  
                           hc_head_fuse_tilelang_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     241.210us         0.15%     241.210us       7.538us            32  
                                  Lazy Function Loading         0.02%     115.144us         0.02%     115.144us     115.144us     230.811us         0.15%     230.811us     230.811us             1  
                   _get_num_sampled_and_rejected_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     222.555us         0.14%     222.555us       6.955us            32  
kernel_cutlass_kernel_b12xmoefusedsiluMoEMicroKernel...         0.00%       0.000us         0.00%       0.000us       0.000us     218.075us         0.14%     218.075us      36.346us             6  
                                            aten::index         0.29%       1.857ms         0.50%       3.248ms      33.837us     195.389us         0.12%     195.389us       2.035us            96  
                            _gather_block_tables_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     194.716us         0.12%     194.716us       6.085us            32  
               _combine_sampled_and_draft_tokens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     191.994us         0.12%     191.994us       6.000us            32  
kernel_cutlass_kernel_b12xattentionmlamergeSparseMLA...         0.00%       0.000us         0.00%       0.000us       0.000us     172.954us         0.11%     172.954us       2.702us            64  
void vllm::deepseek_v4_fused_ops::fusedDeepseekV4QNo...         0.00%       0.000us         0.00%       0.000us       0.000us     157.919us         0.10%     157.919us       2.467us            64  
                     vllm:v2/target/decode/async_output         0.00%       0.000us         0.00%       0.000us       0.000us     145.819us         0.09%     145.819us       4.557us            32  
                 _quantize_group_major_trg_to_tk_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     131.995us         0.08%     131.995us       2.062us            64  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     130.239us         0.08%     130.239us       2.035us            64  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     118.941us         0.07%     118.941us       2.051us            58  
                         _prepare_prefill_inputs_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     118.720us         0.07%     118.720us       7.420us            16  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     114.270us         0.07%     114.270us      19.045us             6  
void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bf...         0.00%       0.000us         0.00%       0.000us       0.000us     112.448us         0.07%     112.448us       1.757us            64  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     109.504us         0.07%     109.504us       1.711us            64  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     106.141us         0.07%     106.141us       8.845us            12  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      94.623us         0.06%      94.623us       1.478us            64  
                             _fused_q_kv_rmsnorm_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      91.905us         0.06%      91.905us       1.436us            64  
                                           aten::argmax         0.08%     526.785us         0.12%     765.398us      23.919us      90.718us         0.06%      90.718us       2.835us            32  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      90.718us         0.06%      90.718us       2.835us            32  
                                    _post_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      86.977us         0.05%      86.977us       2.718us            32  
              vllm:v2/target/decode/postprocess_sampled         0.00%       0.000us         0.00%       0.000us       0.000us      86.977us         0.05%      86.977us       2.718us            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      79.235us         0.05%      79.235us       1.238us            64  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us      74.014us         0.05%      74.014us       1.371us            54  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      73.408us         0.05%      73.408us       2.294us            32  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 2>(c10:...         0.00%       0.000us         0.00%       0.000us       0.000us      69.948us         0.04%      69.948us       2.186us            32  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      68.830us         0.04%      68.830us       2.151us            32  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      66.399us         0.04%      66.399us       2.075us            32  
                          _compute_slot_mappings_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      65.759us         0.04%      65.759us       2.055us            32  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us      64.252us         0.04%      64.252us      10.709us             6  
                   _compute_swa_indices_and_lens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      61.632us         0.04%      61.632us       1.926us            32  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us      59.296us         0.04%      59.296us       9.883us             6  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us      56.863us         0.04%      56.863us       9.477us             6  
                                            aten::fill_         0.08%     520.580us         0.15%     945.244us       7.385us      53.214us         0.03%      53.214us       0.416us           128  
                                           aten::gather         0.07%     467.470us         0.11%     729.180us      22.787us      50.880us         0.03%      50.880us       1.590us            32  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us      50.880us         0.03%      50.880us       1.590us            32  
                           _prepare_pos_seq_lens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      36.609us         0.02%      36.609us       1.144us            32  
                                               aten::ge         0.13%     831.042us         0.18%       1.178ms      36.826us      34.459us         0.02%      34.459us       1.077us            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      34.459us         0.02%      34.459us       1.077us            32  
                                              memcpy128         0.00%       0.000us         0.00%       0.000us       0.000us      34.434us         0.02%      34.434us       1.275us            27  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      31.999us         0.02%      31.999us       1.000us            32  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      28.767us         0.02%      28.767us       4.110us             7  
                                           aten::arange         0.08%     544.399us         0.35%       2.276ms      35.561us      25.214us         0.02%      50.428us       0.788us            64  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us      25.214us         0.02%      25.214us       0.788us            32  
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%       0.000us         0.00%       0.000us       0.000us      23.902us         0.02%      23.902us       0.824us            29  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      14.656us         0.01%      14.656us       4.885us             3  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       3.808us         0.00%       3.808us       1.904us             2  
triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mu...         0.00%       0.000us         0.00%       0.000us       0.000us       3.552us         0.00%       3.552us       1.184us             3  
triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_...         0.00%       0.000us         0.00%       0.000us       0.000us       3.232us         0.00%       3.232us       1.077us             3  
                         threading.py(1030): _bootstrap         0.00%       3.810us       133.34%     861.473ms     215.368ms       0.000us         0.00%       0.000us       0.000us             4  
                   threading.py(1073): _bootstrap_inner         0.00%       5.161us       133.34%     861.469ms     215.367ms       0.000us         0.00%       0.000us       0.000us             4  
                              tqdm/_monitor.py(69): run         0.00%       2.712us        66.67%     430.735ms     215.367ms       0.000us         0.00%       0.000us       0.000us             2  
                                threading.py(655): wait         0.00%       4.874us        66.67%     430.732ms     215.366ms       0.000us         0.00%       0.000us       0.000us             2  
                                threading.py(359): wait        33.33%     215.354ms        66.67%     430.727ms     215.364ms       0.000us         0.00%       0.000us       0.000us             2  
                                threading.py(1010): run         0.00%       4.150us        66.67%     430.730ms     215.365ms       0.000us         0.00%       0.000us       0.000us             2  
vllm/v1/executor/multiproc_executor.py(788): death_p...         0.00%       3.063us        33.33%     215.370ms     215.370ms       0.000us         0.00%       0.000us       0.000us             1  
               multiprocessing/connection.py(250): recv         0.00%       2.933us        33.33%     215.367ms     215.367ms       0.000us         0.00%       0.000us       0.000us             1  
        multiprocessing/connection.py(430): _recv_bytes         0.00%       1.580us        33.33%     215.364ms     215.364ms       0.000us         0.00%       0.000us       0.000us             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 646.084ms
Self CUDA time total: 159.070ms

