-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us       1.918ms         1.40%       1.918ms      18.442us           104  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us       1.707ms         1.24%       1.707ms      16.413us           104  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us       1.347ms         0.98%       1.347ms     448.941us             3  
             _quantize_attention_inv_rope_to_tdg_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     908.015us         0.66%     908.015us      16.215us            56  
                                  Lazy Function Loading         0.04%     245.507us         0.04%     245.507us     122.753us     890.799us         0.65%     890.799us     445.399us             2  
                                            aten::copy_         0.33%       1.889ms         2.32%      13.126ms      54.238us     888.791us         0.65%     888.791us       3.673us           242  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     887.887us         0.65%     887.887us     443.943us             2  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     886.258us         0.65%     886.258us      17.043us            52  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     879.854us         0.64%     879.854us     439.927us             2  
                        _quantize_dense_tk_to_tk_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     729.461us         0.53%     729.461us       3.257us           224  
kernel_cutlass_kernel_b12xintegrationresidual_kernel...         0.00%       0.000us         0.00%       0.000us       0.000us     660.821us         0.48%     660.821us       5.900us           112  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     574.938us         0.42%     574.938us      11.057us            52  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     537.845us         0.39%     537.845us       0.800us           672  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     515.064us         0.37%     515.064us       6.132us            84  
              vllm:v2/target/decode/build_attn_metadata         0.00%       0.000us         0.00%       0.000us       0.000us     493.428us         0.36%     493.428us      17.622us            28  
              vllm:v2/target/decode/prepare_attn_tables         0.00%       0.000us         0.00%       0.000us       0.000us     485.366us         0.35%     485.366us      17.334us            28  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     469.815us         0.34%     469.815us      67.116us             7  
kernel_cutlass_kernel_b12xintegrationresidual_kernel...         0.00%       0.000us         0.00%       0.000us       0.000us     464.787us         0.34%     464.787us      16.600us            28  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us     400.345us         0.29%     400.345us       1.217us           329  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     383.868us         0.28%     383.868us       7.109us            54  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     343.451us         0.25%     343.451us       0.834us           412  
                                    _apply_write_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     308.086us         0.22%     308.086us       6.418us            48  
void vllm::moe::topkGatingSoftplusSqrt<8, 256, 4, 16...         0.00%       0.000us         0.00%       0.000us       0.000us     286.259us         0.21%     286.259us       5.112us            56  
kernel_cutlass_kernel_b12xmoefusedsiluMoEMicroKernel...         0.00%       0.000us         0.00%       0.000us       0.000us     274.746us         0.20%     274.746us      68.687us             4  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     270.971us         0.20%     270.971us       5.891us            46  
kernel_cutlass_kernel_b12xattentionmlamergeSparseMLA...         0.00%       0.000us         0.00%       0.000us       0.000us     232.348us         0.17%     232.348us       4.149us            56  
                           hc_head_fuse_tilelang_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     211.512us         0.15%     211.512us       7.554us            28  
                 _quantize_group_major_trg_to_tk_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     205.402us         0.15%     205.402us       3.668us            56  
                            _gather_block_tables_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     183.740us         0.13%     183.740us       6.562us            28  
                                            aten::index         0.30%       1.685ms         0.53%       2.993ms      35.627us     169.023us         0.12%     169.023us       2.012us            84  
void vllm::deepseek_v4_fused_ops::fusedDeepseekV4QNo...         0.00%       0.000us         0.00%       0.000us       0.000us     159.834us         0.12%     159.834us       2.854us            56  
               _combine_sampled_and_draft_tokens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     157.245us         0.11%     157.245us       5.616us            28  
                   _get_num_sampled_and_rejected_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     155.835us         0.11%     155.835us       5.566us            28  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     149.662us         0.11%     149.662us      12.472us            12  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us     117.949us         0.09%     117.949us      14.744us             8  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     108.163us         0.08%     108.163us       2.080us            52  
                     vllm:v2/target/decode/async_output         0.00%       0.000us         0.00%       0.000us       0.000us     105.855us         0.08%     105.855us       3.781us            28  
void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bf...         0.00%       0.000us         0.00%       0.000us       0.000us     102.525us         0.07%     102.525us       1.831us            56  
                                    _post_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      81.630us         0.06%      81.630us       2.915us            28  
              vllm:v2/target/decode/postprocess_sampled         0.00%       0.000us         0.00%       0.000us       0.000us      81.630us         0.06%      81.630us       2.915us            28  
                             _fused_q_kv_rmsnorm_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      79.776us         0.06%      79.776us       1.425us            56  
                         _prepare_prefill_inputs_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      79.645us         0.06%      79.645us       6.637us            12  
                                           aten::argmax         0.08%     477.357us         0.12%     688.322us      24.583us      77.439us         0.06%      77.439us       2.766us            28  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      77.439us         0.06%      77.439us       2.766us            28  
                                              memcpy128         0.00%       0.000us         0.00%       0.000us       0.000us      76.352us         0.06%      76.352us       1.340us            57  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      74.878us         0.05%      74.878us       1.337us            56  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      70.048us         0.05%      70.048us       1.251us            56  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us      69.372us         0.05%      69.372us       1.416us            49  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      68.097us         0.05%      68.097us       1.419us            48  
kernel_cutlass_kernel_b12xgemmdenseDenseGemmKernel_o...         0.00%       0.000us         0.00%       0.000us       0.000us      65.757us         0.05%      65.757us      16.439us             4  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      64.959us         0.05%      64.959us       2.320us            28  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 2>(c10:...         0.00%       0.000us         0.00%       0.000us       0.000us      62.078us         0.05%      62.078us       2.217us            28  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      61.185us         0.04%      61.185us       2.185us            28  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      59.010us         0.04%      59.010us       2.108us            28  
                          _compute_slot_mappings_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      57.280us         0.04%      57.280us       2.046us            28  
                   _compute_swa_indices_and_lens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      54.557us         0.04%      54.557us       1.948us            28  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      50.753us         0.04%      50.753us       0.906us            56  
                                            aten::fill_         0.09%     495.690us         0.15%     874.831us       7.290us      46.306us         0.03%      46.306us       0.386us           120  
                                           aten::gather         0.07%     407.623us         0.11%     650.206us      23.222us      43.841us         0.03%      43.841us       1.566us            28  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us      43.841us         0.03%      43.841us       1.566us            28  
                           _prepare_pos_seq_lens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      32.416us         0.02%      32.416us       1.158us            28  
                                               aten::ge         0.14%     812.987us         0.20%       1.133ms      40.455us      29.916us         0.02%      29.916us       1.068us            28  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      29.916us         0.02%      29.916us       1.068us            28  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      26.912us         0.02%      26.912us       0.961us            28  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      21.920us         0.02%      21.920us       4.384us             5  
                                           aten::arange         0.09%     498.837us         0.36%       2.061ms      36.803us      21.792us         0.02%      43.584us       0.778us            56  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us      21.792us         0.02%      21.792us       0.778us            28  
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%       0.000us         0.00%       0.000us       0.000us      21.535us         0.02%      21.535us       0.828us            26  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      17.407us         0.01%      17.407us       4.352us             4  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.856us         0.01%       9.856us       4.928us             2  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.824us         0.00%       5.824us       1.941us             3  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.689us         0.00%       2.689us       0.672us             4  
triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mu...         0.00%       0.000us         0.00%       0.000us       0.000us       2.464us         0.00%       2.464us       1.232us             2  
triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_...         0.00%       0.000us         0.00%       0.000us       0.000us       2.240us         0.00%       2.240us       1.120us             2  
                         threading.py(1030): _bootstrap         0.00%       3.566us       133.33%     755.039ms     188.760ms       0.000us         0.00%       0.000us       0.000us             4  
                   threading.py(1073): _bootstrap_inner         0.00%       5.837us       133.33%     755.036ms     188.759ms       0.000us         0.00%       0.000us       0.000us             4  
                              tqdm/_monitor.py(69): run         0.00%       3.034us        66.67%     377.518ms     188.759ms       0.000us         0.00%       0.000us       0.000us             2  
                                threading.py(655): wait         0.00%       4.987us        66.67%     377.515ms     188.758ms       0.000us         0.00%       0.000us       0.000us             2  
                                threading.py(359): wait        33.33%     188.747ms        66.66%     377.510ms     188.755ms       0.000us         0.00%       0.000us       0.000us             2  
                                threading.py(1010): run         0.00%       4.766us        66.67%     377.512ms     188.756ms       0.000us         0.00%       0.000us       0.000us             2  
vllm/v1/executor/multiproc_executor.py(788): death_p...         0.00%       3.192us        33.33%     188.760ms     188.760ms       0.000us         0.00%       0.000us       0.000us             1  
               multiprocessing/connection.py(250): recv         0.00%       2.171us        33.33%     188.756ms     188.756ms       0.000us         0.00%       0.000us       0.000us             1  
        multiprocessing/connection.py(430): _recv_bytes         0.00%       1.266us        33.33%     188.754ms     188.754ms       0.000us         0.00%       0.000us       0.000us             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 566.281ms
Self CUDA time total: 137.382ms

